"","Name","WeightClass","Bodyweight","Squat3","Deadlift2","Deadlift3","AttSquat3","AttDeadlift2","AttDeadlift3","Percent_Increase","D3_Success"
"3314","Daria Kuzmina","52",51.3,107.5,142.5,-160.5,107.5,142.5,160.5,12.6315789473684,0
"3315","Krista Määttä","52",51.87,107.5,140,-152.5,107.5,140,152.5,8.92857142857143,0
"3316","Ashley Will","52",51.07,110,112.5,-117.5,110,112.5,117.5,4.44444444444444,0
"3317","Jenna Välimäki","52",51.96,97.5,105,-110,97.5,105,110,4.76190476190476,0
"3318","Ayasa Minami","52",50.9,-92.5,90,NA,92.5,90,NA,NA,NA
"3319","Satu Sakko","57",55.31,-115,155,165,115,155,165,6.45161290322581,1
"3320","Amandine Grondin","57",56.17,120,140,145,120,140,145,3.57142857142857,1
"3321","Katinka van Baalen","57",56.93,-110,137.5,145,110,137.5,145,5.45454545454545,1
"3322","Darian Lendermon","57",56.06,-120,132.5,-140,120,132.5,140,5.66037735849057,0
"3323","Ayaka Tsutsumi","57",56.58,-122.5,142.5,150,122.5,142.5,150,5.26315789473684,1
"3324","Araceli Reyes Ramirez","57",56.44,-115,-160,-160,115,160,160,0,0
"3325","Chihiro Teraishi","57",55.72,95,125,132.5,95,125,132.5,6,1
"3326","Susie Butler","57",56.2,102.5,125,-135,102.5,125,135,8,0
"3327","Megan Leighton","57",55.97,-105,105,-115,105,105,115,9.52380952380952,0
"3328","Alice Zheng","63",61.76,142.5,165,170,142.5,165,170,3.03030303030303,1
"3329","Maruru Terahara","63",62.16,-160,162.5,-167.5,160,162.5,167.5,3.07692307692308,0
"3330","Viktoriya Makarevich","63",62.45,135,167.5,-172.5,135,167.5,172.5,2.98507462686567,0
"3331","Mariia Erohina","63",62.55,-135,147.5,-152.5,135,147.5,152.5,3.38983050847458,0
"3332","Anastasiya Potrashkova","63",62.01,-132.5,140,150,132.5,140,150,7.14285714285714,1
"3333","Elín Melgar Aðalheiðardóttir","63",61.78,130,137.5,145,130,137.5,145,5.45454545454545,1
"3334","Petra Olsson","63",61.39,130,150,-162.5,130,150,162.5,8.33333333333333,0
"3335","Heli Jokela","63",62.34,122.5,142.5,-150,122.5,142.5,150,5.26315789473684,0
"3336","Teighan McIntyre","63",61.52,-125,145,147.5,125,145,147.5,1.72413793103448,1
"3337","Mengting Wu","63",63,110,130,135,110,130,135,3.84615384615385,1
"3338","Elisa Ahonen","63",62.47,-105,135,142.5,105,135,142.5,5.55555555555556,1
"3339","Marie Tunroth","72",70.5,167.5,196,201.5,167.5,196,201.5,2.80612244897959,1
"3340","Inger-Lene Sunnarvik","72",71.84,147.5,160,-167.5,147.5,160,167.5,4.6875,0
"3341","Carolyne Savage","72",69.64,137.5,170,172.5,137.5,170,172.5,1.47058823529412,1
"3342","Hannah Ghindea","72",69.13,135,162.5,170,135,162.5,170,4.61538461538462,1
"3343","Charlene Lee","72",71.1,-150,137.5,142.5,150,137.5,142.5,3.63636363636364,1
"3344","Amy Spencer","72",70.85,127.5,145,-152.5,127.5,145,152.5,5.17241379310345,0
"3345","Anni Leppänen","72",66.74,-132.5,155,-162.5,132.5,155,162.5,4.83870967741935,0
"3346","Alexandra Kousathana","72",72,-125,130,137.5,125,130,137.5,5.76923076923077,1
"3347","Rhiannon Edwards","72",70,-120,130,132.5,120,130,132.5,1.92307692307692,1
"3348","Esteri Hakamäki","72",71.86,100,137.5,-145,100,137.5,145,5.45454545454545,0
"3349","Kazusa Madoba","72",69.37,NA,NA,NA,NA,NA,NA,NA,NA
"3350","Yan-Fei Zhao","84",83.7,-193,-170,182.5,193,170,182.5,7.35294117647059,1
"3351","Elena Ivanova","84",83.59,170,165,-170,170,165,170,3.03030303030303,0
"3352","Clara Fridén","84",80.71,-152.5,190,-195,152.5,190,195,2.63157894736842,0
"3353","Kamila Kasperska","84",80.73,-182.5,185,-197.5,182.5,185,197.5,6.75675675675676,0
"3354","Emma Andersson","84",82.49,-147.5,195,-217.5,147.5,195,217.5,11.5384615384615,0
"3355","Stephanie Mahan","84",82.59,147.5,152.5,157.5,147.5,152.5,157.5,3.27868852459016,1
"3356","Eveliina Hytönen","84",83.08,-150,150,155,150,150,155,3.33333333333333,1
"3357","Nathalie Feraud","47",46.91,-95,125,-130,95,125,130,4,0
"3358","Joanna Welsh","47",45.35,-97.5,130,-135,97.5,130,135,3.84615384615385,0
"3359","Ana Geitner","47",41.8,95,137.5,-140,95,137.5,140,1.81818181818182,0
"3360","Yoshimi Nakada","47",46.67,-77.5,110,-112.5,77.5,110,112.5,2.27272727272727,0
"3361","Noriko Furuya","52",51.42,122.5,140,-142.5,122.5,140,142.5,1.78571428571429,0
"3362","Marcela Sandvik","52",51.02,102.5,130,132.5,102.5,130,132.5,1.92307692307692,1
"3363","Mervi Sirkiä","52",51.62,-100,137.5,-147.5,100,137.5,147.5,7.27272727272727,0
"3364","Véronique Gaillard","52",50.96,-100,95,100,100,95,100,5.26315789473684,1
"3365","Anita Kidgell","52",49.53,-80,110,-112.5,80,110,112.5,2.27272727272727,0
"3366","Monica Rasmussen","57",56.07,130,142.5,-145,130,142.5,145,1.75438596491228,0
"3367","Pelin Baykal","57",56.86,110,145,150,110,145,150,3.44827586206897,1
"3368","Nina Le Blevenec","57",56.6,-117.5,142.5,147.5,117.5,142.5,147.5,3.50877192982456,1
"3369","Danna Snow","57",55.84,-102.5,130,137.5,102.5,130,137.5,5.76923076923077,1
"3370","Mariko Tanaka","57",54.82,-115,130,-137.5,115,130,137.5,5.76923076923077,0
"3371","Rikki Flanders","57",56.95,-110,-130,-130,110,130,130,0,0
"3372","Lin Donevska","57",56.25,-85,107.5,-110,85,107.5,110,2.32558139534884,0
"3373","Mary Giffin","63",61.87,150,157.5,160,150,157.5,160,1.58730158730159,1
"3374","Isabelle Iliev","63",61.81,132.5,142.5,-150,132.5,142.5,150,5.26315789473684,0
"3375","Khrys Kyriacou","63",61.49,132.5,142.5,-152.5,132.5,142.5,152.5,7.01754385964912,0
"3376","Satu Luoto","63",62.09,-135,-135,-135,135,135,135,0,0
"3377","Frances Manias","63",61.31,-130,150,-160,130,150,160,6.66666666666667,0
"3378","Bronwyn Stevens","63",61.39,135,-150,-152.5,135,150,152.5,1.66666666666667,0
"3379","Daniela Falck","63",62.44,115,150,155,115,150,155,3.33333333333333,1
"3380","Helene Johage","63",62.23,-115,140,-152.5,115,140,152.5,8.92857142857143,0
"3381","Virginie Pujol","63",60.2,120,120,-130,120,120,130,8.33333333333333,0
"3382","Siret Sugis","63",62.36,-102.5,140,-145,102.5,140,145,3.57142857142857,0
"3383","Tamar Beridze","63",61.59,97.5,-145,-145,97.5,145,145,0,0
"3384","Ronel Reyneke","63",61.93,100,-115,-122.5,100,115,122.5,6.52173913043478,0
"3385","Dana Mills","63",60.86,-125,120,127.5,125,120,127.5,6.25,1
"3386","Priscilla Ribic","72",71.45,160,182.5,202.5,160,182.5,202.5,10.958904109589,1
"3387","Susanna Virkkunen","72",69.77,NA,180,185,NA,180,185,2.77777777777778,1
"3388","Laura de Wet","72",70.55,-152.5,172.5,-187.5,152.5,172.5,187.5,8.69565217391304,0
"3389","Sheryl Condon","72",70.02,137.5,167.5,-170,137.5,167.5,170,1.49253731343284,0
"3390","Vicky Taylor-Hood","72",70.83,132.5,-162.5,-162.5,132.5,162.5,162.5,0,0
"3391","Pirjo Palosaari","72",69.8,127.5,132.5,-140,127.5,132.5,140,5.66037735849057,0
"3392","Jeni Aulman","72",69.15,-112.5,-155,-155,112.5,155,155,0,0
"3393","Farhana Booley","72",68.99,117.5,132.5,137.5,117.5,132.5,137.5,3.77358490566038,1
"3394","Karin Caesar","72",71.01,87.5,-107.5,-107.5,87.5,107.5,107.5,0,0
"3395","Alicia Webb","84",83.12,187.5,192.5,200,187.5,192.5,200,3.8961038961039,1
"3396","Teija Hakala","84",83.22,132.5,155,160,132.5,155,160,3.2258064516129,1
"3397","Laufey Agnarsdóttir","84",82.44,125,137.5,145,125,137.5,145,5.45454545454545,1
"3398","Wanda Lewis","84",81.05,122.5,150,-157.5,122.5,150,157.5,5,0
"3399","Karen Towersey","84",83.45,105,145,-157.5,105,145,157.5,8.62068965517241,0
"3400","Jaqueline Pope","84",82.36,100,142.5,-155,100,142.5,155,8.7719298245614,0
"3401","Noriko Tsuji","47",45.9,-100,120,125,100,120,125,4.16666666666667,1
"3402","Mary Macken","47",46.58,-107.5,117.5,-127.5,107.5,117.5,127.5,8.51063829787234,0
"3403","Imelda Flanagan","47",42.15,72.5,110,-115,72.5,110,115,4.54545454545455,0
"3404","Leena Jokitalo","52",51.79,-110,137.5,-148,110,137.5,148,7.63636363636364,0
"3405","Jenny Hunter","52",51.72,62.5,110,115,62.5,110,115,4.54545454545455,1
"3406","Daiva Žaroviene","57",56.07,111,145,151.5,111,145,151.5,4.48275862068965,1
"3407","Lynne Homan","57",56.39,105,150,151,105,150,151,0.666666666666667,1
"3408","Edith Guennec","57",55.72,-112.5,-150.5,-150.5,112.5,150.5,150.5,0,0
"3409","Helen Allen","57",56.37,92.5,140,-145,92.5,140,145,3.57142857142857,0
"3410","Joanne Craig","63",62.53,-127.5,120,132.5,127.5,120,132.5,10.4166666666667,1
"3411","Cathleen Marksteiner","63",62.34,107.5,125,132.5,107.5,125,132.5,6,1
"3412","Daisy Blondan","63",62.47,-100,130,-135,100,130,135,3.84615384615385,0
"3413","Margetta Salminen","63",62.35,95,120,125,95,120,125,4.16666666666667,1
"3414","Lynda Banks","63",62.59,-100,130,137.5,100,130,137.5,5.76923076923077,1
"3415","Françoise Calves","63",59.76,-105,115,-120,105,115,120,4.34782608695652,0
"3416","Elisabeth Wahlander","72",70.05,147.5,170,-180,147.5,170,180,5.88235294117647,0
"3417","Donna Marts","72",68.38,110,140,152.5,110,140,152.5,8.92857142857143,1
"3418","Gro-Berit Staveim","72",71.5,-120,-150,-150,120,150,150,0,0
"3419","Susan Maguire","72",70.96,107.5,122.5,-125,107.5,122.5,125,2.04081632653061,0
"3420","Sue Giles","72",71.07,92.5,127.5,130,92.5,127.5,130,1.96078431372549,1
"3421","Heli Valtonen","72",70.7,85,122.5,-127.5,85,122.5,127.5,4.08163265306122,0
"3422","Delwyn Evans","72",70.5,-87.5,112.5,122.5,87.5,112.5,122.5,8.88888888888889,1
"3423","Jannica Cassegard","72",68.83,85,100,105,85,100,105,5,1
"3424","Masako Ando","72",64.45,70,90,100,70,90,100,11.1111111111111,1
"3425","Jackie Blasbery","84",83.82,132.5,162.5,170.5,132.5,162.5,170.5,4.92307692307692,1
"3426","Laurie MacDonald","84",78.93,135.5,145,152.5,135.5,145,152.5,5.17241379310345,1
"3427","Janet Martin","84",82.02,115,142.5,-147.5,115,142.5,147.5,3.50877192982456,0
"3428","Åsa Bartholdsson","84",82.26,-115,120,-137.5,115,120,137.5,14.5833333333333,0
"3429","Heather Hope","84",82.49,75,-120,-120,75,120,120,0,0
"3430","Marina Cornwall","47",44.95,-80,115,-123,80,115,123,6.95652173913043,0
"3431","Pirjo Kemppainen","47",46.33,-42.5,70,75,42.5,70,75,7.14285714285714,1
"3432","Vuokko Viitasaari","52",51.03,107.5,130,140,107.5,130,140,7.69230769230769,1
"3433","Marie-France Baron","57",55.41,85,130,135,85,130,135,3.84615384615385,1
"3434","Irmeli Vaulakorpi","57",56.56,-85,105,112.5,85,105,112.5,7.14285714285714,1
"3435","Cherry Wilson","57",56.54,-77.5,107.5,-112.5,77.5,107.5,112.5,4.65116279069767,0
"3436","Carol Dorsey","57",55.95,70,95,-102.5,70,95,102.5,7.89473684210526,0
"3437","Tatyana Fomina","63",61.89,95,120,130,95,120,130,8.33333333333333,1
"3438","Sirkka-Liisa Hohenthal","63",60.91,80,90,100,80,90,100,11.1111111111111,1
"3439","Leslie Macko","63",61.23,62.5,85,90,62.5,85,90,5.88235294117647,1
"3440","Gail Moore","72",70.86,-110,125,-140,110,125,140,12,0
"3441","Marie-Christine Liege","72",69.09,95,120,-127.5,95,120,127.5,6.25,0
"3442","Maritta Jaurola","72",68.03,87.5,120,125,87.5,120,125,4.16666666666667,1
"3443","Linda Rousseau","84",78.28,-120.5,115,120,120.5,115,120,4.34782608695652,1
"3444","Patricia Kroken","84",82.89,80,102.5,-105,80,102.5,105,2.4390243902439,0
"3445","Eila Kumpuniemi","47",46.42,67.5,105,110,67.5,105,110,4.76190476190476,1
"3446","Bebe Burns","52",50.81,-60,70,75.5,60,70,75.5,7.85714285714286,1
"3447","Sergey Fedosienko","59",58.2,225.5,255,270.5,225.5,255,270.5,6.07843137254902,1
"3448","Dariusz Wszola","59",58.3,215,205,-210,215,205,210,2.4390243902439,0
"3449","Franklin León","59",58.45,200,220,-235,200,220,235,6.81818181818182,0
"3450","Takaharu Ebihara","59",58.7,185,210,215,185,210,215,2.38095238095238,1
"3451","Mohamed Lakehal","59",58.5,-215,215,-220,215,215,220,2.32558139534884,0
"3452","Walter Gómez","59",57.95,167.5,205,-210,167.5,205,210,2.4390243902439,0
"3453","Eric Kupperstein","59",58.55,172.5,235,-252.5,172.5,235,252.5,7.4468085106383,0
"3454","Stuart Jamieson","59",57.75,-162.5,225,-235,162.5,225,235,4.44444444444444,0
"3455","Mikhail Andryukhin","66",65.9,-242.5,265,-270,242.5,265,270,1.88679245283019,0
"3456","Tsung-Ting Hsieh","66",63.4,-215,260,265,215,260,265,1.92307692307692,1
"3457","Antti Savolainen","66",65.5,210,265,-277.5,210,265,277.5,4.71698113207547,0
"3458","Sergey Skochek","66",65.75,210,-250,-255,210,250,255,2,0
"3459","Shawn Frasquillo","66",65.05,197.5,240,-250,197.5,240,250,4.16666666666667,0
"3460","Alex Ochoa #1","66",65.45,210,240,-252.5,210,240,252.5,5.20833333333333,0
"3461","Christopher Simmons","66",64.55,187.5,230,-235,187.5,230,235,2.17391304347826,0
"3462","Jacobus Phalatsi","66",64.2,-195,210,220,195,210,220,4.76190476190476,1
"3463","Nghiep Luu","66",65.9,-187.5,-273.5,-273.5,187.5,273.5,273.5,0,0
"3464","Carlos Fredericks Remi","66",63.3,167.5,235,-240,167.5,235,240,2.12765957446809,0
"3465","Aliaksandr Hrynkevich-Sudnik","74",73.55,-240,287.5,-292.5,240,287.5,292.5,1.73913043478261,0
"3466","Hassan El Belghiti","74",72.55,222.5,296.5,310,222.5,296.5,310,4.5531197301855,1
"3467","Harry Shomalistos","74",72.2,220,290,305,220,290,305,5.17241379310345,1
"3468","Kojo Gyennin","74",73.1,242.5,290,-303.5,242.5,290,303.5,4.6551724137931,0
"3469","Per Berglund","74",73.5,235,260,265,235,260,265,1.92307692307692,1
"3470","Paul Cooper","74",73.15,NA,277.5,285,NA,277.5,285,2.7027027027027,1
"3471","Kader Baali","74",73.9,-237.5,277.5,-282.5,237.5,277.5,282.5,1.8018018018018,0
"3472","Ming-Hui Lin","74",72.5,-250,NA,NA,250,NA,NA,NA,NA
"3473","Miguel Curipoma","74",73.15,225,250,260,225,250,260,4,1
"3474","Jordan Berke","74",72.85,217.5,245,-250,217.5,245,250,2.04081632653061,0
"3475","Gayrat Ismoilov","74",73.3,-217.5,-270,-270,217.5,270,270,0,0
"3476","Helmke Lucas","74",73.8,-220,-250,-250,220,250,250,0,0
"3477","Yue Sun","74",73.55,205,222.5,240,205,222.5,240,7.86516853932584,1
"3478","Steven Tyers","74",72.8,-200,225,235,200,225,235,4.44444444444444,1
"3479","José Castillo #1","83",82.4,-282.5,315,-325,282.5,315,325,3.17460317460317,0
"3480","Alexey Kuzmin","83",82.3,-275,305,-320,275,305,320,4.91803278688525,0
"3481","Derek Gove","83",82.55,257.5,285,290,257.5,285,290,1.75438596491228,1
"3482","Mika Parviainen","83",82.35,242.5,287.5,290,242.5,287.5,290,0.869565217391304,1
"3483","Connor Lutz","83",81.4,-250,260,-275,250,260,275,5.76923076923077,0
"3484","Lukasz Matwin","83",82.4,217.5,302.5,315.5,217.5,302.5,315.5,4.29752066115702,1
"3485","Colin Webb","83",82.4,257.5,-290,-290,257.5,290,290,0,0
"3486","Matthew Coppenhall","83",81.45,240,250,NA,240,250,NA,NA,NA
"3487","Andrew Jovicevic","83",82.4,-210,255,260,210,255,260,1.96078431372549,1
"3488","Ryan Miller #3","83",82,-195,255,-260,195,255,260,1.96078431372549,0
"3489","Ryoji Kono","83",82.3,-212.5,245,-257.5,212.5,245,257.5,5.10204081632653,0
"3490","Faisal Alzaabi","83",81.45,-142.5,-162.5,-162.5,142.5,162.5,162.5,0,0
"3491","Johan Henriksson","83",81.45,-247.5,NA,NA,247.5,NA,NA,NA,NA
"3492","Krzysztof Wierzbicki","93",92.25,285,360,372.5,285,360,372.5,3.47222222222222,1
"3493","Mykhaylo Bulanyy","93",93,300,330,342.5,300,330,342.5,3.78787878787879,1
"3494","Stephen Manuel","93",92.1,-300,280,302.5,300,280,302.5,8.03571428571429,1
"3495","LS McClain","93",92.25,267.5,292.5,-302.5,267.5,292.5,302.5,3.41880341880342,0
"3496","Tom Martin #1","93",92.8,-270,345,-360,270,345,360,4.34782608695652,0
"3497","Quentin Gilbert","93",92.65,-287.5,292.5,-300,287.5,292.5,300,2.56410256410256,0
"3498","David Coimbra","93",92.2,280,307.5,-330,280,307.5,330,7.31707317073171,0
"3499","Andre Blikaas Kim","93",92.75,250,302.5,307.5,250,302.5,307.5,1.65289256198347,1
"3500","Aron Lee Du Teitsson","93",91.25,242.5,285,-295,242.5,285,295,3.50877192982456,0
"3501","Hayden Pritchard","93",90.95,-277.5,-285,NA,277.5,285,NA,NA,NA
"3502","Corne Hubinger","93",91.85,-237.5,-265,NA,237.5,265,NA,NA,NA
"3503","Balazs Dr Budai","93",90.45,-177.5,-222.5,225,177.5,222.5,225,1.12359550561798,1
"3504","Alexei Kulakov","53",52.6,130,162.5,-180,130,162.5,180,10.7692307692308,0
"3505","Revaldo Matras","53",48.5,-125,167.5,172.5,125,167.5,172.5,2.98507462686567,1
"3506","Hakim Riahi","53",52.1,120,177.5,-180,120,177.5,180,1.40845070422535,0
"3507","Sergey Chizhikov","59",58.35,170,172.5,177.5,170,172.5,177.5,2.89855072463768,1
"3508","Ali Braik Malek","59",57.9,120,165,-175,120,165,175,6.06060606060606,0
"3509","Marco Jacobs","59",58.2,130,147.5,150,130,147.5,150,1.69491525423729,1
"3510","Kacper Drochomirecki","59",58.65,140,135,147.5,140,135,147.5,9.25925925925926,1
"3511","Orbert Booysen","59",57.25,115,-140,140,115,140,140,0,1
"3512","Ihar Yuzapchuk","66",65,-182.5,190,197.5,182.5,190,197.5,3.94736842105263,1
"3513","Alexei Schankin","66",63.85,172.5,210,220,172.5,210,220,4.76190476190476,1
"3514","Kamil Dec","66",65.15,172.5,180,192.5,172.5,180,192.5,6.94444444444444,1
"3515","Tomi Kuusisto","66",64.75,167.5,200,-207.5,167.5,200,207.5,3.75,0
"3516","Frank Zou","66",63.85,152.5,200,-210,152.5,200,210,5,0
"3517","Ebrahim Pregnolato","66",64.8,145,-202.5,202.5,145,202.5,202.5,0,1
"3518","Keita Suzuki","66",63.45,117.5,-172.5,-172.5,117.5,172.5,172.5,0,0
"3519","Maxim Nikitin","74",74,195,237.5,-242.5,195,237.5,242.5,2.10526315789474,0
"3520","Nathan Kimball","74",70.8,200,230,-245,200,230,245,6.52173913043478,0
"3521","Tatu Sokka","74",73.45,209,-212.5,217.5,209,212.5,217.5,2.35294117647059,1
"3522","Jun Furukawa","74",72.75,-200,250,-260,200,250,260,4,0
"3523","Jaakko Lähteenmäki","74",72.8,-208.5,200,-235,208.5,200,235,17.5,0
"3524","Ethan Brownlee","74",73,-160,217.5,-222.5,160,217.5,222.5,2.29885057471264,0
"3525","Luke Routier","74",73.25,-170,190,-205,170,190,205,7.89473684210526,0
"3526","Nikita Lakeev","83",82.15,216,240,-260,216,240,260,8.33333333333333,0
"3527","Denis Nesterov","83",76.65,197.5,230,240,197.5,230,240,4.34782608695652,1
"3528","Cameron Andrews","83",81.6,-215.5,210,-215,215.5,210,215,2.38095238095238,0
"3529","Paul Bereford Roger","83",78.35,180,222.5,237.5,180,222.5,237.5,6.74157303370786,1
"3530","Matthew Jessome","83",75.8,180,217.5,-230,180,217.5,230,5.74712643678161,0
"3531","Sergey Stupakov","93",85.8,222.5,240,250,222.5,240,250,4.16666666666667,1
"3532","Mousa Lazreg Husam Eddeen","93",91.6,220,250,-266,220,250,266,6.4,0
"3533","Phillip Karbstein","93",89.15,-192.5,230,237.5,192.5,230,237.5,3.26086956521739,1
"3534","Filip Glura","93",92.3,190,220,-235,190,220,235,6.81818181818182,0
"3535","Ryno Du Plooy","93",89.55,-202.5,227.5,-242.5,202.5,227.5,242.5,6.59340659340659,0
"3536","Jordan Major","93",90.65,-182.5,210,-220,182.5,210,220,4.76190476190476,0
"3537","Mikael Kettunen","93",91.9,-187.5,195,-202.5,187.5,195,202.5,3.84615384615385,0
"3538","Akzhol Alymbek Uulu","53",52.6,140,175,187.5,140,175,187.5,7.14285714285714,1
"3539","Husnuddin Buriev","53",52.75,150,172.5,-180,150,172.5,180,4.34782608695652,0
"3540","Pavel Zayats","53",52.35,100,115,-140,100,115,140,21.7391304347826,0
"3541","Konstantin Makarov","59",58.9,185,215,-220,185,215,220,2.32558139534884,0
"3542","Azamat Alymbek Uulu","59",58.3,-162.5,215,-221,162.5,215,221,2.7906976744186,0
"3543","Clint Williams","59",58.6,155,190,200,155,190,200,5.26315789473684,1
"3544","Tomoki Maegawa","59",58.1,160,190,-200,160,190,200,5.26315789473684,0
"3545","Jordan Lam #2","59",58.15,150,185,192.5,150,185,192.5,4.05405405405405,1
"3546","Yuya Onuma","59",57.9,-150,-192.5,NA,150,192.5,NA,NA,NA
"3547","John Paul Cauchi","66",65.75,210,255.5,273,210,255.5,273,6.84931506849315,1
"3548","Leonid Kuznetsov","66",63.85,-210,-240.5,-242.5,210,240.5,242.5,0.831600831600832,0
"3549","Tomáš Jurícek","66",65.25,-197.5,220,222.5,197.5,220,222.5,1.13636363636364,1
"3550","Eddie Berglund","66",64.1,200,-195,-195,200,195,195,0,0
"3551","Matti Christensen","66",64.1,180,197.5,202.5,180,197.5,202.5,2.53164556962025,1
"3552","Brandon Choo","66",65.5,177.5,212.5,222.5,177.5,212.5,222.5,4.70588235294118,1
"3553","Sergiy Chernyshov","66",65.7,-185,190,197.5,185,190,197.5,3.94736842105263,1
"3554","Ross Lawton","66",65.85,-205,210,-225,205,210,225,7.14285714285714,0
"3555","Ivan Vers","66",63.2,-170,195,-202.5,170,195,202.5,3.84615384615385,0
"3556","Jacob Keesee","66",64.25,167.5,172.5,180,167.5,172.5,180,4.34782608695652,1
"3557","Yasutaka Fuchigami","66",64.4,-205,NA,NA,205,NA,NA,NA,NA
"3558","Josh Hancott","74",73.65,-256,262.5,271,256,262.5,271,3.23809523809524,1
"3559","Toni Väisänen","74",73.15,212.5,260,265,212.5,260,265,1.92307692307692,1
"3560","Alexander Molin","74",73.45,217.5,237.5,242.5,217.5,237.5,242.5,2.10526315789474,1
"3561","Andrew Thomas","74",72.8,202.5,230,242.5,202.5,230,242.5,5.43478260869565,1
"3562","Yoshiaki Yamamoto","74",72.4,-202.5,-240,245,202.5,240,245,2.08333333333333,1
"3563","Dagfinnur Ari Normann","74",73.4,-207.5,220,225,207.5,220,225,2.27272727272727,1
"3564","Japhta Khalapa","74",73.2,-212.5,-240,-240,212.5,240,240,0,0
"3565","Michael Ferguson #2","74",72.35,-200,232.5,235,200,232.5,235,1.0752688172043,1
"3566","Andrew Tang #1","74",73.85,-172.5,-240,-240,172.5,240,240,0,0
"3567","Brett Gibbs","83",82.25,280,302.5,305.5,280,302.5,305.5,0.991735537190083,1
"3568","Randy Zhou","83",83,265,277.5,287.5,265,277.5,287.5,3.6036036036036,1
"3569","Jonnie Candito","83",81.75,255,267.5,282.5,255,267.5,282.5,5.60747663551402,1
"3570","Piotr Jablonski","83",82.25,237.5,250,260,237.5,250,260,4,1
"3571","Fabian Machado","83",82.55,-235,277.5,-285,235,277.5,285,2.7027027027027,0
"3572","Nicki Lentz","83",83,257.5,250,255,257.5,250,255,2,1
"3573","Jan Lipponen","83",82.1,237.5,245,255,237.5,245,255,4.08163265306122,1
"3574","Alistair Cannings","83",80.4,230,235,245,230,235,245,4.25531914893617,1
"3575","Samuel Derynck","83",80.45,-227.5,257.5,-260,227.5,257.5,260,0.970873786407767,0
"3576","Jabulani Phantle","83",79.75,222.5,-260,-260,222.5,260,260,0,0
"3577","Owen Hubbard","83",81.15,257.5,NA,NA,257.5,NA,NA,NA,NA
"3578","Censori Michael","83",82.8,-190,207.5,212.5,190,207.5,212.5,2.40963855421687,1
"3579","Garrett Bailey","93",91.95,257.5,-335,-335,257.5,335,335,0,0
"3580","Sascha Stendebach","93",90.15,240,290,292.5,240,290,292.5,0.862068965517241,1
"3581","André Midtby","93",87.4,232.5,270,282.5,232.5,270,282.5,4.62962962962963,1
"3582","Nelson Sitsile","93",89.35,232.5,282.5,290,232.5,282.5,290,2.65486725663717,1
"3583","Kamil Krakowiak","93",89.45,220,270,-285,220,270,285,5.55555555555556,0
"3584","Kiyokazu Genda","59",57,170,185,-190,170,185,190,2.7027027027027,0
"3585","Eikichi Tomita","59",57.15,130,-190,-190,130,190,190,0,0
"3586","Jeff Phillips #1","66",64.65,182.5,227.5,-235,182.5,227.5,235,3.2967032967033,0
"3587","Abdelkader Aissa","66",65.9,170,240,-247.5,170,240,247.5,3.125,0
"3588","Masoud El Mesheti","66",64.7,170,-220,-222.5,170,220,222.5,1.13636363636364,0
"3589","Pascal Poidras","66",65.25,-165,180,-202.5,165,180,202.5,12.5,0
"3590","Kiyoshi Kawamura","66",62.95,-160,190,-200,160,190,200,5.26315789473684,0
"3591","Jacob Carrasco-Gonsales","66",65.85,-185,-230,-230,185,230,230,0,0
"3592","Sami Siltala","74",73.5,180,242.5,252.5,180,242.5,252.5,4.12371134020619,1
"3593","Mohamed Askandrani","74",72.45,190,235,245,190,235,245,4.25531914893617,1
"3594","Peep Päll","74",70.05,175,212.5,215,175,212.5,215,1.17647058823529,1
"3595","Keiji Fujikawa","74",73.2,182.5,200,202.5,182.5,200,202.5,1.25,1
"3596","Kevin Wooldrage","74",71.25,-175,195,202.5,175,195,202.5,3.84615384615385,1
"3597","Bruno Cauhape","74",71.6,160,210,-217.5,160,210,217.5,3.57142857142857,0
"3598","David Decouleur","83",82.1,-240,265,267.5,240,265,267.5,0.943396226415094,1
"3599","Laddie Gibson","83",82.45,210,245,252.5,210,245,252.5,3.06122448979592,1
"3600","Peter Schmidt","83",80.35,-235,240,252.5,235,240,252.5,5.20833333333333,1
"3601","Donald Bigham","83",81.45,-235,247.5,-262.5,235,247.5,262.5,6.06060606060606,0
"3602","Hannu Hakala","83",83,212.5,245,-255,212.5,245,255,4.08163265306122,0
"3603","Marcos Sanchéz","83",82.25,-237.5,240,-245,237.5,240,245,2.08333333333333,0
"3604","Alimbek Rakhimov","83",81.25,-230,-232.5,NA,230,232.5,NA,NA,NA
"3605","Rémi Bertrand","83",82.7,-195,240,-247.5,195,240,247.5,3.125,0
"3606","Martin Smith #1","83",82.15,-190,220,-230,190,220,230,4.54545454545455,0
"3607","Robert King","83",82.75,-190,227.5,-232.5,190,227.5,232.5,2.1978021978022,0
"3608","Takeshi Kanayama","83",79.7,-155,-170,170,155,170,170,0,1
"3609","Kevin Weiss","93",92.4,240,255,-260,240,255,260,1.96078431372549,0
"3610","Chad Rexrode","93",86.15,-240,242.5,250,240,242.5,250,3.09278350515464,1
"3611","Mika Lehtinen","93",92.65,200,240,247.5,200,240,247.5,3.125,1
"3612","Henk de Wet","93",91.75,-220,262.5,-280,220,262.5,280,6.66666666666667,0
"3613","Victor Mapoo","93",86.35,227.5,225,230,227.5,225,230,2.22222222222222,1
