"","Name","WeightClass","Bodyweight","Squat3","Deadlift2","Deadlift3","AttSquat3","AttDeadlift2","AttDeadlift3","Percent_Increase","D3_Success"
"3614","Hamid Jamal","93",90.05,190,240,-252.5,190,240,252.5,5.20833333333333,0
"3615","Tim Wheeler","93",91.75,210,242.5,252.5,210,242.5,252.5,4.12371134020619,1
"3616","Daniel Pires","93",90.6,200,200,-215,200,200,215,7.5,0
"3617","Miktibek Aitikeyev","93",90.75,-230,NA,NA,230,NA,NA,NA,NA
"3618","Christian Voisin","66",64.9,175,200,-205,175,200,205,2.5,0
"3619","Fabrice Pailler","66",65.45,-147.5,192.5,-207.5,147.5,192.5,207.5,7.79220779220779,0
"3620","Karl Christians","66",64.85,-155,170,182.5,155,170,182.5,7.35294117647059,1
"3621","Yoshinori Hara","66",64.85,130,-195,-200,130,195,200,2.56410256410256,0
"3622","Yoshinari Saneshima","66",64.5,132.5,120,130,132.5,120,130,8.33333333333333,1
"3623","Bill Taylor #1","66",64.5,-125,142.5,150,125,142.5,150,5.26315789473684,1
"3624","Igor Ashikhmin","66",65.25,-125,147.5,-152.5,125,147.5,152.5,3.38983050847458,0
"3625","Bradford Olson","66",64.9,NA,NA,NA,NA,NA,NA,NA,NA
"3626","Allen Ottolangui","74",73.8,-172.5,202.5,205,172.5,202.5,205,1.23456790123457,1
"3627","Hendrik Basson","74",72.9,-167.5,202.5,205,167.5,202.5,205,1.23456790123457,1
"3628","Gary Kaiser","74",71.95,NA,NA,NA,NA,NA,NA,NA,NA
"3629","Richard Wenner","83",82.45,185,247.5,260,185,247.5,260,5.05050505050505,1
"3630","Ari Oksanen","83",81.9,192.5,215,225,192.5,215,225,4.65116279069767,1
"3631","Jorma Ollikainen","83",80.55,-195,235,-260,195,235,260,10.6382978723404,0
"3632","Masashi Goto","83",82.55,-190,225,-232.5,190,225,232.5,3.33333333333333,0
"3633","Erik Rasmussen","83",81.8,185,185,-205,185,185,205,10.8108108108108,0
"3634","Régis Gautier","83",80.95,-160,227.5,232.5,160,227.5,232.5,2.1978021978022,1
"3635","Patrick Foin","83",80.75,150,225,230,150,225,230,2.22222222222222,1
"3636","David Quatse","83",77.35,-175,200,-215,175,200,215,7.5,0
"3637","Harri Hagfors","93",92.25,217.5,265,270,217.5,265,270,1.88679245283019,1
"3638","Eric Dumas","93",90.05,240,235,245,240,235,245,4.25531914893617,1
"3639","Gemel Boughamdouz","93",89.25,202.5,240,245,202.5,240,245,2.08333333333333,1
"3640","Chris Cooper","93",92.25,205,232.5,242.5,205,232.5,242.5,4.3010752688172,1
"3641","Nail Garipov","93",92.25,-170,190,200,170,190,200,5.26315789473684,1
"3642","Voitto Ahopelto","93",91.55,-180,190,-195,180,190,195,2.63157894736842,0
"3643","Ebrahim Mobara","93",91.7,180,205,210,180,205,210,2.4390243902439,1
"3644","Taiichi Horibata","59",58.3,-120,125,-130,120,125,130,4,0
"3645","Seppo Flink","59",58.7,NA,95,100,NA,95,100,5.26315789473684,1
"3646","Katsuji Okiura","66",65.8,170,200,205,170,200,205,2.5,1
"3647","Markku Kemppainen","66",65.2,105,145,-157.5,105,145,157.5,8.62068965517241,0
"3648","Bob Yamasaki","74",72.05,200,-235,235,200,235,235,0,1
"3649","Mitsugu Hachisu","74",68.75,197.5,210,-220,197.5,210,220,4.76190476190476,0
"3650","Dan Oppenheim","74",72.75,125,165,175,125,165,175,6.06060606060606,1
"3651","Ron Delaney","83",82.1,180.5,240,245,180.5,240,245,2.08333333333333,1
"3652","Tatsuro Tanikawa","83",75.55,180,185,-200,180,185,200,8.10810810810811,0
"3653","Jean-François Vinot","83",79.45,160,215,225,160,215,225,4.65116279069767,1
"3654","Michel Dudziak","83",82.35,-125,-200,200,125,200,200,0,1
"3655","Christian Delpieu","93",90,205,225,235,205,225,235,4.44444444444444,1
"3656","Kari Mattila","93",90.65,-165,215,-220,165,215,220,2.32558139534884,0
"3657","Jacques Robineau","93",84.95,162.5,190,200,162.5,190,200,5.26315789473684,1
"3658","Akiyoshi Kawanaka","59",58.55,-90,95,105,90,95,105,10.5263157894737,1
"3659","Hideharu Akagi","66",65.5,120,130,-137.5,120,130,137.5,5.76923076923077,0
"3660","Sergey Pustovalov","66",64.75,-125,150,152.5,125,150,152.5,1.66666666666667,1
"3661","Hiroo Takagi","66",61.8,-120,140,-150,120,140,150,7.14285714285714,0
"3662","Reynaldo Pascal-Casas","74",72.95,120,150,-160,120,150,160,6.66666666666667,0
"3663","Desmond Scott","74",72.8,105,150,157.5,105,150,157.5,5,1
"3664","Tamio Yasui","74",72.95,97.5,117.5,125,97.5,117.5,125,6.38297872340426,1
"3665","Masato Tabata","74",68.4,85,-95,100,85,95,100,5.26315789473684,1
"3666","Ernie Parkes","83",82,125,210,NA,125,210,NA,NA,NA
"3667","Clarry Parsons","83",81.2,150,170,-187.5,150,170,187.5,10.2941176470588,0
"3668","Tito Bastianelli Sr","93",85.1,137.5,170,180,137.5,170,180,5.88235294117647,1
"3669","Raymond Fougnier","93",84.65,-140,170,185,140,170,185,8.82352941176471,1
"3670","Tapani Puhakka","93",90,90,185,-197.5,90,185,197.5,6.75675675675676,0
"3671","Olga Golubeva","47",46.9,115,140,NA,115,140,NA,NA,NA
"3672","Rie Kani","47",46.5,107.5,145,-150,107.5,145,150,3.44827586206897,0
"3673","Steph Kean","47",46.05,-117.5,-150,152.5,117.5,150,152.5,1.66666666666667,1
"3674","Stéphanie Legard","47",46.1,115,127.5,135,115,127.5,135,5.88235294117647,1
"3675","Yvelise Martin","47",46.6,-110,122.5,-127.5,110,122.5,127.5,4.08163265306122,0
"3676","Priscilla Smoot","47",46.15,90,122.5,125,90,122.5,125,2.04081632653061,1
"3677","Tessa Hart","47",46.25,82.5,120,-127.5,82.5,120,127.5,6.25,0
"3678","Sofia Loft","52",50.55,140,157.5,162.5,140,157.5,162.5,3.17460317460317,1
"3679","Miia Grändås Liimatainen","52",50.65,140,160,167.5,140,160,167.5,4.6875,1
"3680","Vilma Ochoa Vargas","52",51.9,147.5,-160,-162.5,147.5,160,162.5,1.5625,0
"3681","Suzanne Hartwig-Gary","52",51.15,150,142.5,152.5,150,142.5,152.5,7.01754385964912,1
"3682","Marisa Inda","52",49.9,-127.5,150,155,127.5,150,155,3.33333333333333,1
"3683","Elizabeth Craven","52",51.4,-137.5,-145,-145,137.5,145,145,0,0
"3684","Farana van Heerden","52",47.7,105,120,125,105,120,125,4.16666666666667,1
"3685","Inna Filimonova #1","57",55.95,167.5,177.5,185,167.5,177.5,185,4.22535211267606,1
"3686","Rosa Castro","57",56.6,147.5,165,172.5,147.5,165,172.5,4.54545454545455,1
"3687","Viktoriya Abdulina","57",56,152.5,160,167.5,152.5,160,167.5,4.6875,1
"3688","Hui-Chun Wu","57",56.3,-130,165,175,130,165,175,6.06060606060606,1
"3689","Jessica Benedetto","57",55.35,-140,152.5,-162.5,140,152.5,162.5,6.55737704918033,0
"3690","Yuliya Vavilova","57",56.8,142.5,-150,-150,142.5,150,150,0,0
"3691","Rosimery Lima Gallo","57",55.85,-132.5,155,-165,132.5,155,165,6.45161290322581,0
"3692","Louise Murray","57",54.85,130,145,147.5,130,145,147.5,1.72413793103448,1
"3693","Alix Newton","57",55.7,-127.5,132.5,-137.5,127.5,132.5,137.5,3.77358490566038,0
"3694","Alyssa Haveson","57",56.2,-117.5,150,-157.5,117.5,150,157.5,5,0
"3695","Bronwyn Stevens","57",56.9,-137.5,-142.5,-142.5,137.5,142.5,142.5,0,0
"3696","Yuko Sakuyama","57",55.95,-125,-135,-135,125,135,135,0,0
"3697","Kseniya Prokhorova #1","57",56.95,-117.5,-140,-142.5,117.5,140,142.5,1.78571428571429,0
"3698","Seritha Plaaitjies","57",56.15,95,132.5,142.5,95,132.5,142.5,7.54716981132075,1
"3699","Ilona Wilson","57",56.1,105,137.5,147.5,105,137.5,147.5,7.27272727272727,1
"3700","Jennifer Thompson #1","63",60.65,-150,190,197.5,150,190,197.5,3.94736842105263,1
"3701","Jenny Adolfsson","63",62.4,-152.5,172.5,177.5,152.5,172.5,177.5,2.89855072463768,1
"3702","Cícera Tavares","63",61.85,160,182.5,-192.5,160,182.5,192.5,5.47945205479452,0
"3703","Olga Vorotnikova","63",62.25,-150,172.5,180,150,172.5,180,4.34782608695652,1
"3704","Maria Dubenskaya","63",61.95,142.5,167.5,-175,142.5,167.5,175,4.47761194029851,0
"3705","Meghan Pellatt","63",61.25,137.5,175,182.5,137.5,175,182.5,4.28571428571429,1
"3706","Kelli Fagan","63",62.35,152.5,162.5,-170,152.5,162.5,170,4.61538461538462,0
"3707","Lisa Basson","63",62.75,-115,147.5,162.5,115,147.5,162.5,10.1694915254237,1
"3708","Silvia Stütz","63",62.75,-110,162.5,-170,110,162.5,170,4.61538461538462,0
"3709","Abi Graham","63",60.65,122.5,150,-157.5,122.5,150,157.5,5,0
"3710","Danel Van Jaarveld","63",61.35,-110,130,135,110,130,135,3.84615384615385,1
"3711","Kimberly Walford","72",65.25,-182.5,230,-233,182.5,230,233,1.30434782608696,0
"3712","Ana Rosa Castellain","72",68.15,-190,200,-205,190,200,205,2.5,0
"3713","Johanna Kankus","72",71.05,165,160,-175,165,160,175,9.375,0
"3714","Eileen DuPlooy","72",71.4,155,172.5,-175,155,172.5,175,1.44927536231884,0
"3715","Tamara Thomsen","72",67.65,-157.5,160,-162.5,157.5,160,162.5,1.5625,0
"3716","Louise Richardson","72",68.25,150,172.5,-177.5,150,172.5,177.5,2.89855072463768,0
"3717","Tarryn-Leigh Merifield","72",68.85,122.5,152.5,160,122.5,152.5,160,4.91803278688525,1
"3718","Kyoko Suzuki","72",66.2,125,135,-145,125,135,145,7.40740740740741,0
"3719","Candice Coetzer","72",67,-115,145,-162.5,115,145,162.5,12.0689655172414,0
"3720","Ielja Strik","84",83,-205.5,190,-197.5,205.5,190,197.5,3.94736842105263,0
"3721","Valeria Timoshchuk","84",79.85,-190,185,190,190,185,190,2.7027027027027,1
"3722","Marzena Wierzbicka","84",75.5,-167.5,195,202.5,167.5,195,202.5,3.84615384615385,1
"3723","Chleo Van Wyk","84",80.1,-167.5,192.5,-200,167.5,192.5,200,3.8961038961039,0
"3724","Jessica Gilbert","84",77.9,-172.5,175,-182.5,172.5,175,182.5,4.28571428571429,0
"3725","Charlie Shotton-Gale","84",84,155,-177.5,-177.5,155,177.5,177.5,0,0
"3726","Anna Zamorina","47",46.55,-72.5,90,95,72.5,90,95,5.55555555555556,1
"3727","Miranda Chambers","52",51.2,102.5,122.5,132.5,102.5,122.5,132.5,8.16326530612245,1
"3728","Aliaksandra Burykina","52",50.9,112.5,115,120,112.5,115,120,4.34782608695652,1
"3729","Kerri-Anne Cauchi","52",50.95,-87.5,120,122.5,87.5,120,122.5,2.08333333333333,1
"3730","Rochelle de Beer","52",51.15,67.5,92.5,97.5,67.5,92.5,97.5,5.40540540540541,1
"3731","Katinka van Baalen","57",56.5,-107.5,132.5,137.5,107.5,132.5,137.5,3.77358490566038,1
"3732","Oksana Ledeneva","57",56.75,-115,122.5,137.5,115,122.5,137.5,12.2448979591837,1
"3733","Megan Leighton","57",55.4,-105,-125,-125,105,125,125,0,0
"3734","Shelby Bruce","57",56.1,75,100,105,75,100,105,5,1
"3735","Majken Hansen","63",63,110,150.5,153,110,150.5,153,1.66112956810631,1
"3736","Tuulia Lohivuo","63",60.65,117.5,140,142.5,117.5,140,142.5,1.78571428571429,1
"3737","Aleksandra Borisova","63",62.75,-107.5,150,-155.5,107.5,150,155.5,3.66666666666667,0
"3738","Anastasiya Potrashkova","63",61,117.5,130,-137.5,117.5,130,137.5,5.76923076923077,0
"3739","Alina Davletshina","72",70.15,137.5,140,145,137.5,140,145,3.57142857142857,1
"3740","Lydia Mele","72",71.4,-125,130,137.5,125,130,137.5,5.76923076923077,1
"3741","Anastasiya Derevyanko #2","72",63.9,107.5,125,-130,107.5,125,130,4,0
"3742","Caitlyn Gant","72",70.1,-120,-130,-130,120,130,130,0,0
"3743","Aino Autio","84",82.25,130,150,152.5,130,150,152.5,1.66666666666667,1
"3744","Yuliya Gracheva","84",79.25,110,135,150,110,135,150,11.1111111111111,1
"3745","Ella Lowenberg","84",81.45,-110,120,122.5,110,120,122.5,2.08333333333333,1
"3746","Mariia Starostina","43",42.7,90,115,-122.5,90,115,122.5,6.52173913043478,0
"3747","Aleksandra Otchenashko","47",45.85,-130,140,145,130,140,145,3.57142857142857,1
"3748","Molly Zunker","47",45.55,102.5,137.5,-150,102.5,137.5,150,9.09090909090909,0
"3749","Alexandra Churkina","47",46.8,-100,112.5,120,100,112.5,120,6.66666666666667,1
"3750","Ayasa Minami","47",47,85,100,-105,85,100,105,5,0
"3751","Inna Filimonova #2","52",51.4,130,-127.5,127.5,130,127.5,127.5,0,1
"3752","Mareen Schmeelke","52",51.9,122.5,142.5,-152.5,122.5,142.5,152.5,7.01754385964912,0
"3753","Breann Thiessen","52",52,127.5,135,-142.5,127.5,135,142.5,5.55555555555556,0
"3754","Klaudia Rusztyn","52",51.8,-102.5,142.5,150,102.5,142.5,150,5.26315789473684,1
"3755","Sarah Simpson","52",51.5,90,130,135,90,130,135,3.84615384615385,1
"3756","Stacey Bryant","52",49.55,-95,120,-125,95,120,125,4.16666666666667,0
"3757","Jordan Dayes","52",50.75,-105,-115,-115,105,115,115,0,0
"3758","Alushka September","52",50.25,70,117.5,-122.5,70,117.5,122.5,4.25531914893617,0
"3759","Ashlee Alteri","52",51.05,-92.5,95,100,92.5,95,100,5.26315789473684,1
"3760","Kenia Monserrate","57",55.5,135,140,152.5,135,140,152.5,8.92857142857143,1
"3761","Laura McGuill","57",55.8,122.5,142.5,152.5,122.5,142.5,152.5,7.01754385964912,1
"3762","Samantha Solie","57",55.45,-122.5,-117.5,117.5,122.5,117.5,117.5,0,1
"3763","Chihiro Teraishi","57",56.55,-100,120,127.5,100,120,127.5,6.25,1
"3764","Tamara Navarro","57",56.75,-117.5,122.5,-132.5,117.5,122.5,132.5,8.16326530612245,0
"3765","Johanna Aguinaga","63",62.75,137.5,142.5,150,137.5,142.5,150,5.26315789473684,1
"3766","Maruru Terahara","63",61.55,140,152.5,157.5,140,152.5,157.5,3.27868852459016,1
"3767","Ashley Templeton","63",62.5,-127.5,-152.5,-157.5,127.5,152.5,157.5,3.27868852459016,0
"3768","Ariel Symon","63",60.95,-127.5,130,135,127.5,130,135,3.84615384615385,1
"3769","Ewa Januszkiewicz","63",60.85,110,152.5,157.5,110,152.5,157.5,3.27868852459016,1
"3770","Anastasia Lysenko","63",62.7,117.5,-122.5,122.5,117.5,122.5,122.5,0,1
"3771","Natalia Malihina","63",61.65,-117.5,-140,-145,117.5,140,145,3.57142857142857,0
"3772","Elín Melgar Aðalheiðardóttir","63",59.35,-117.5,125,-132.5,117.5,125,132.5,6,0
"3773","Melisa Heinonen","63",60.25,100,132.5,-140,100,132.5,140,5.66037735849057,0
"3774","Heli Jokela","63",61.7,-107.5,-125,-125,107.5,125,125,0,0
"3775","Mikelina Belaineh","72",70.1,147.5,177.5,-195,147.5,177.5,195,9.85915492957746,0
"3776","Alesya Lishinskaya","72",66.45,-160,130,137.5,160,130,137.5,5.76923076923077,1
"3777","Rachel Ellering","72",69.7,140,132.5,140,140,132.5,140,5.66037735849057,1
"3778","Samantha Taylor #4","72",71.05,120,147.5,155,120,147.5,155,5.08474576271187,1
"3779","Kristin Elliott","72",70.05,-110,135,142.5,110,135,142.5,5.55555555555556,1
"3780","Tammy Goosen","72",69.35,-105,125,-135,105,125,135,8,0
"3781","Ekaterina Bratus","84",82.95,165,157.5,167.5,165,157.5,167.5,6.34920634920635,1
"3782","Kseniia Subbota","84",82.4,145,150,165,145,150,165,10,1
"3783","Kamila Kasperska","84",75.5,145,162.5,-177.5,145,162.5,177.5,9.23076923076923,0
"3784","Karolina Ruta","84",82,135,155,167.5,135,155,167.5,8.06451612903226,1
"3785","Stephanie Mahan","84",82,142.5,147.5,155,142.5,147.5,155,5.08474576271187,1
"3786","Jenny Nocas","84",78.65,130,142.5,147.5,130,142.5,147.5,3.50877192982456,1
"3787","Nathalie Feraud","47",46.9,95,125,-130,95,125,130,4,0
"3788","Kelli Lowenberg","47",42.85,-75,105,-110,75,105,110,4.76190476190476,0
"3789","Elisabeth Barry","52",49.95,90,127.5,130,90,127.5,130,1.96078431372549,1
"3790","Véronique Gaillard","52",51.2,102.5,-102.5,102.5,102.5,102.5,102.5,0,1
"3791","Isabelle Collignon","52",51.35,-85,125,-130,85,125,130,4,0
"3792","Anita Kidgell","52",51.5,-75,112.5,-117.5,75,112.5,117.5,4.44444444444444,0
"3793","Yayoi Saga","52",50.85,80,100,107.5,80,100,107.5,7.5,1
"3794","Antoinette Kriel","57",55.55,122.5,145,-147.5,122.5,145,147.5,1.72413793103448,0
"3795","Catherine Sorrenson","57",56.35,-127.5,-140,-142.5,127.5,140,142.5,1.78571428571429,0
"3796","Cathleen Mele","57",56.65,-87.5,125,132.5,87.5,125,132.5,6,1
"3797","Iwona Mazur-Zmuda","57",56.25,-90,120,-142.5,90,120,142.5,18.75,0
"3798","Isabelle Iliev","63",61.55,-127.5,140,145,127.5,140,145,3.57142857142857,1
"3799","Satu Luoto","63",61.6,130,130,132.5,130,130,132.5,1.92307692307692,1
"3800","Vicki Botha","63",57.7,115,152.5,-167.5,115,152.5,167.5,9.83606557377049,0
"3801","Beverley Rodgers","63",62,102.5,127.5,132.5,102.5,127.5,132.5,3.92156862745098,1
"3802","Lin Donevska","63",62.45,100,-117.5,117.5,100,117.5,117.5,0,1
"3803","Sheryl Condon","72",71.15,135,165,172.5,135,165,172.5,4.54545454545455,1
"3804","Jennifer Kroken","72",71.3,137.5,142.5,150,137.5,142.5,150,5.26315789473684,1
"3805","Laura de Wet","72",67.7,-140,150,-160,140,150,160,6.66666666666667,0
"3806","Farhana Booley","72",68.15,112.5,-125,-125,112.5,125,125,0,0
"3807","Alicia Webb","84",82.55,182.5,177.5,187.5,182.5,177.5,187.5,5.63380281690141,1
"3808","Tina Robinson","84",80.3,152.5,170,175,152.5,170,175,2.94117647058824,1
"3809","Karita Kraufvelin","84",79.15,125,165,175,125,165,175,6.06060606060606,1
"3810","Janita Kruger","84",83.8,132.5,-150,-150,132.5,150,150,0,0
"3811","Linda Vixner","84",75.75,127.5,130,137.5,127.5,130,137.5,5.76923076923077,1
"3812","Bonita Hein","84",74.95,110,150,155,110,150,155,3.33333333333333,1
"3813","Jo Whiteley","84",83.25,-105,142.5,147.5,105,142.5,147.5,3.50877192982456,1
"3814","Noriko Tsuji","47",45.95,-95,115,-120,95,115,120,4.34782608695652,0
"3815","Sylviane Bechar","47",42.95,-90,110,-120,90,110,120,9.09090909090909,0
"3816","Jenny Hunter","52",51.75,75,130,138,75,130,138,6.15384615384615,1
"3817","Lucienne Bonnet Arnal","52",51.95,85,-115,-115,85,115,115,0,0
"3818","Lynne Homan","57",56.45,100,135,140,100,135,140,3.7037037037037,1
"3819","Edith Guennec","57",54.2,92.5,143,145,92.5,143,145,1.3986013986014,1
"3820","Miriam Sinclair","57",54.9,90,125,-130,90,125,130,4,0
"3821","Riitta Sundvall Liimatainen","63",60.75,-150,142.5,-151,150,142.5,151,5.96491228070175,0
"3822","Judith Drenth","63",61.4,-92.5,117.5,130,92.5,117.5,130,10.6382978723404,1
"3823","Cathleen Marksteiner","72",64.05,112.5,120,127.5,112.5,120,127.5,6.25,1
"3824","Sue Giles","72",70.9,85,115,122.5,85,115,122.5,6.52173913043478,1
"3825","Jackie Blasbery","84",83.5,135,160,170,135,160,170,6.25,1
"3826","Marina Cornwall","47",44.45,77.5,115,120,77.5,115,120,4.34782608695652,1
"3827","Susan Elwyn","47",45.25,-85,115,-120,85,115,120,4.34782608695652,0
"3828","Vuokko Viitasaari","52",50.65,105,125,137.5,105,125,137.5,10,1
"3829","AnneMarie Kemmerer","63",62.1,85,125,132.5,85,125,132.5,6,1
"3830","Dariusz Wszola","59",58.55,215,207.5,-210,215,207.5,210,1.20481927710843,0
"3831","Eric Kupperstein","59",58.75,192.5,-247.5,-247.5,192.5,247.5,247.5,0,0
"3832","Takaaki Mizuno","59",58.5,-170,-210,-210,170,210,210,0,0
"3833","Mohamed Lakehal","59",58.25,-207.5,-210,-210,207.5,210,210,0,0
"3834","Sergey Skochek","66",65.15,205,240,255,205,240,255,6.25,1
"3835","Suradzh Chebotar","66",65.6,232.5,242.5,-257.5,232.5,242.5,257.5,6.18556701030928,0
"3836","Antti Savolainen","66",65.8,-195,252.5,-273,195,252.5,273,8.11881188118812,0
"3837","Andrey Kostenko","66",65.15,225,242.5,-245,225,242.5,245,1.03092783505155,0
"3838","Shawn Frasquillo","66",65.45,-205,227.5,232.5,205,227.5,232.5,2.1978021978022,1
"3839","Yasuhiro Morozumi","66",65.25,185,237.5,-242.5,185,237.5,242.5,2.10526315789474,0
"3840","Kazuya Matsunaga","66",64.7,-185,230,-237.5,185,230,237.5,3.26086956521739,0
"3841","Aliaksandr Hrynkevich-Sudnik","74",73.65,235,280,291,235,280,291,3.92857142857143,1
"3842","Lung-Hsin Huang","74",73.55,220,265,280,220,265,280,5.66037735849057,1
"3843","Per Berglund","74",74,230,260,267.5,230,260,267.5,2.88461538461538,1
"3844","Sami Nieminen","74",73.65,225,277.5,-295.5,225,277.5,295.5,6.48648648648649,0
"3845","Ming-Hui Lin","74",72.5,237.5,240,262.5,237.5,240,262.5,9.375,1
"3846","Piotr Jakimiuk","74",73.6,237.5,-255,-260,237.5,255,260,1.96078431372549,0
"3847","Aman Kapyshev","74",73.25,245,230,-245,245,230,245,6.52173913043478,0
"3848","Vladimir Folman","74",73.25,220,260,-280,220,260,280,7.69230769230769,0
"3849","Neville Harris","74",73.65,202.5,240,-247.5,202.5,240,247.5,3.125,0
"3850","Eldar Gadyrmamedov","74",73.25,-212.5,-250,NA,212.5,250,NA,NA,NA
"3851","Yoshiyuki Shimazu","74",73.05,215,-230,-242.5,215,230,242.5,5.43478260869565,0
"3852","Scott Bradwell","74",73.25,-195,-220,-220,195,220,220,0,0
"3853","Alexey Kuzmin","83",81.85,-270,300,312.5,270,300,312.5,4.16666666666667,1
"3854","Davranbek Turakhanov","83",81.2,-260,287.5,-290,260,287.5,290,0.869565217391304,0
"3855","Romain Picot-Guéraud","83",82.2,-260,275,-280,260,275,280,1.81818181818182,0
"3856","Colin Webb","83",82.2,242.5,285,-290,242.5,285,290,1.75438596491228,0
"3857","Eldor Saydaliev","83",78.9,245,282.5,-290,245,282.5,290,2.65486725663717,0
"3858","Aron Lee Du Teitsson","83",82.35,230,235,242.5,230,235,242.5,3.19148936170213,1
"3859","Andrew Jovicevic","83",82.55,-200,250,-260,200,250,260,4,0
"3860","Peter Schmidt","83",79.3,232.5,235,-242.5,232.5,235,242.5,3.19148936170213,0
"3861","Paul McCaffrey","83",82.3,235,230,-235,235,230,235,2.17391304347826,0
"3862","Pavel Korshunov","83",82.7,-215,-265,-265,215,265,265,0,0
"3863","Volodymyr Tykhostup","83",82.05,255,260,270,255,260,270,3.84615384615385,1
"3864","Krzysztof Wierzbicki","93",92.95,265,345,355,265,345,355,2.89855072463768,1
"3865","Stephen Manuel","93",92.95,280,305,-335,280,305,335,9.83606557377049,0
"3866","David Coimbra","93",92.5,267.5,290,307.5,267.5,290,307.5,6.03448275862069,1
"3867","LS McClain","93",91.65,252.5,290,-300,252.5,290,300,3.44827586206897,0
"3868","Mikko Ronkainen","93",92.6,-262.5,297.5,-302.5,262.5,297.5,302.5,1.68067226890756,0
"3869","Mikko Muttonen","93",92.45,-245,-302.5,-302.5,245,302.5,302.5,0,0
"3870","Hayden Pritchard","93",91.4,-267.5,285,-297.5,267.5,285,297.5,4.3859649122807,0
"3871","Martin Faber","93",91.15,220,275,-282.5,220,275,282.5,2.72727272727273,0
"3872","Shatlyk Rahmanow","93",92.6,-225,250,-255,225,250,255,2,0
"3873","Konstantin Khardin","93",84.5,NA,-290,NA,NA,290,NA,NA,NA
"3874","Faisal Alzaabi","93",84.95,160,-200,NA,160,200,NA,NA,NA
"3875","Ray Owen","93",90.85,-230,-255,-255,230,255,255,0,0
"3876","Anthony Burden","93",90.9,252.5,NA,NA,252.5,NA,NA,NA,NA
"3877","Scott Hill #1","93",92.7,-262.5,-265,-265,262.5,265,265,0,0
